Date,User,Tweet
2022/01/01,MahmoudShaqfa,withdraw your money fake cryptocurrency thieves who are happy with nonsense deception theft that happen you your money bitcoin is just thief all fake cryptocurrency
2022/01/01,Crypto_MM_,happy new year you all here s improving at wonderful game trading cryptocurrency i wish you all best year ahead
2022/01/01,CryptoCapflow,by 2021 12 31 14 00 gmt 1inch had price change 0 1 with net cap flow 2m last 24 hrs 1inch
2022/01/01,Bitcoin_ator,happy new year adamtoshi
2022/01/01,cryptojohnsmith,bitcoin price prediction price rise 10 min buy 0 10 btc 46 518 29 usdt at binance
2022/01/01,lawn_fx,transaction report gmo coin 2022 01 01 09 06 jst close sell 0 31 btc jpy 12 291 jpy
2022/01/01,yangleicq,ponzi good luck when fiat ponzi explodes like turkey you have no bitcoin
2022/01/01,crypto_jn,year 2022 here wego plebs
2022/01/01,Indy_Trckstr,just so we re all clear did you just compare soldiers imprisoning torturing mass murdering innocent people company where people are voluntarily giving them money try produce more money via bitcoin mining that s what you re going with
2022/01/01,SiasiHalchal,robinhood bitcoin crypto wallet beta coming few days
2022/01/01,coins_flare,view more cryptocurrencies listings report
2022/01/01,yas_elk,some perspectives after this band yearly closure 2019 91 2020 2320 2021 6 2022 band price opened 2022 at 5 014 2022 will be massive eth atom link
2022/01/01,hgxbitcoin,dese feds cant stop me dese feds cant stop me
2022/01/01,apareck,hi can everyone tell me about opportunity cryptocurrency 2022
2022/01/01,Bibox365,what are you looking forward getting bibox 2022
2022/01/01,sull,jack reminded me where 1 signified adding 25 cents bitcoin tip using thnxbot twitter bot i built 2015
2022/01/01,jaredthetrader,i m sure people said same thing about gold during tulip craze gold has been precious store value since 1500 bc will remain so bitcoin will eventually go way dodo
2022/01/01,FailedTx,individual companies like aapl msft goog amzn tsla fb all have market caps 900b 3t that exceed 875b none have its potential scope total addressable market is still cheap
2022/01/01,cryptokuh,is at 46428 usd
2022/01/01,menelik__ii,if you never sell then what s point not hating i am bitcoin advocate but i don t understand holding forever if everyone held forever what s use serious
2022/01/01,KingCactiGP,it s last day 2021 i m el salvador bought my groceries with crypto went saw oceanfront property selling price was 1 bitcoin some places we ve already made it
2022/01/01,sweetburgercom,block 1426751 bytes 962 transactions 6 37683092btc 296 343 reward more information visit
2022/01/01,CountBitcoin,bitbo always takes my breathe away when i refresh
2022/01/01,fjs_ig,two my fave follows who is correct
2022/01/01,officialtonyl,global social credit scores are conspiracy theory opt out with or just die off boosters they ll give you since you re their target zero carbon emissions by 2050
2022/01/01,CryptoCapflow,by 2021 12 31 15 00 gmt bch futures long rate is 43 32 short rate is 56 68
2022/01/01,TonyT19611230,btc 01 jan 2022 saturday utc 0 am yearly half yearly quarterly monthly daily candles opens at 46 208 total crypto market cap now at 2 313t 0 3 with dominance at 40 1 at 20 0 crypto greed fear index today at 21 extreme fear
2022/01/01,anndylian,you cannot comprehend strengths if you do not understand weaknesses fiat currency
2022/01/01,noahglobalceo,it is math 2 1 3 1 4 1 5 1 dont miss out getzen is giving away completely free zen cryptocurrency theres no download necessary claiming is fast simple funds are limited so get yours today
2022/01/01,bmurphypointman,with 25 purchase
2022/01/01,BitShapiro,commies hate bitcoin two different reasons depending who you talk 1 it s seen as extension white supremacist system oppression brain tumor 2 communism literally needs central bank order it form bitcoin is completely decentralized
2022/01/01,TweetLeni,is root all evil bought meme stocks new currency called bitcoin few won many lost but all became part investment community like rest us congratulations adulting xo
2022/01/01,BigCheds,btc highest yearly candle close history
2022/01/01,l_askia,i hope bitcoin candle take some viagra 2022 i want big year
2022/01/01,OnlineGoDeal,worth rs 1 lakh 2nd january
2022/01/01,cryptokidscamp,thank you our friends at btc impact donating 10 bitcoin mining machines crypto kids camp
2022/01/01,ForexReportCard,cheers you obviously have not made any right choices your life or else you wouldn t have bitcoin your profile page it s all good till it ain t you ll soon be swimming your life before it all goes bust good luck
2022/01/01,bitcoin_halving,we re excited grant create interactive map ecosystem will guide developers all levels about what skills resources tooling they need complete smart contract development journey
2022/01/01,Mindless_Crypto,here s what crypto investor jared madfes is watching cryptocurrency space 2022
2022/01/01,Mindless_Crypto,cryptocurrency prices december 31 2021 know rate bitcoin ethereum litecoin ripple dogecoin other cryptocurrencies
2022/01/01,EverythingFina4,100k cheerleaders are same people who were shouting about 1 change my mind
2022/01/01,gkupdateswiki,cryptocurrency news crypto look at defi environment 2022 yahoo fi
2022/01/01,CryptoCronkite,bitcoin is up this year
2022/01/01,LANk655,are you talking about silk road that whole fiasco double agents attempting hire hitman regarding bitcoin pirate so so
2022/01/01,CryptoCapflow,by 2021 12 31 14 00 gmt ht total trading volume 4 420 168ht with price change 0 2 last 24 hrs ht
2022/01/01,hgxbitcoin,we lean 21 deep up any club
2022/01/01,808BTC,it wouldn t surprise me if we see 350 3 5yrs out now mara will drive valuation miners
2022/01/01,CryptoKingAxiS,i m proud represent this incredible cryptocurrency
2022/01/01,bmurphypointman,purchases over 25 at
2022/01/01,WhaleWatchProx,here is januarys prediction bitcoin investors should ready themselves new year
2022/01/01,StockDamus,this year was great stocks i think crypto will grow 30 next year lets get it happy new year
2022/01/01,WhaleWatchProx,how bubbles price covid 19 changed bitcoin me
2022/01/01,pmacaverse,but most bitcoin 1 0 is fine web3 is web3 if your summation is correct his anger is misdirected imo
2022/01/01,NoChainz26,most new people crypto have never cared about bitcoin they re slowly realizing eth isn t where money is made best you can do gripto is keep up as best you can never let go this is what being cutting edge future technology is really like
2022/01/01,CryptoCapflow,by 2021 12 31 14 00 gmt xlm total trading volume 378 335 075xlm with price change 0 5 last 24 hrs xlm
2022/01/01,cryptojohnsmith,loss cut prediction result sell 0 1btc 46 360 33 usdt it was bought 46 518 29 usdt 3 min ago at binance trade profit 15 80 usdt daily profit 112 71 usdt monthly profit 112 71 usdt
2022/01/01,william15408,when peter schiff makes bearish bitcoin tweets
2022/01/01,Haliax54160874,most bitcoin nodes worldwide germany seems smart me
2022/01/01,BitcoinBigDick,people trade with leverage people trade stocks with bitcoin exposure not everyone just buys bitcoin hodl that s why people care about short term movements
2022/01/01,N21Satoshi,happy new year 2022 lets get that ath this new year
2022/01/01,rando_fo,new year new pivot let s see what this year brings it s anybody s guess at this moment happy new year
2022/01/01,PrasadKoyyada,btc bitcoin
2022/01/01,kimberley_tjin,happy newyear crypto fam let s get it 2022
2022/01/01,cryptojohnsmith,bitcoin price prediction price fall 10 min sell 0 10 btc 46 355 49 usdt at binance
2022/01/01,_RealGosipTV,bitcoin gambling enterprises 2020
2022/01/01,Level1Crypto,happy new year i wish you all wealth 2022 btc
2022/01/01,TecmoSB,same here really hoping end year with 1b ya know 1 bitcoin
2022/01/01,DecrimNat,no point going party without bitcoin talk
2022/01/01,CryptoVijay9,im am 100 agree with you cryptocurrency is future we are early adoptors
2022/01/01,theirenictiger,mid term outlook do you think has bottomed out at 45 5k
2022/01/01,crypto_cntrlzd,most bitcoin friendly city world 2014
2022/01/01,crypto_cntrlzd,microstrategy remains one step ahead with 94m bitcoin purchase
2022/01/01,aWebAnalysis,bitcoin btc current price 46 314 47 1h 0 15 24h 1 96 7d 8 74 30d 18 82 60d 24 01 90d 2 99 btc
2022/01/01,BooksCbtl,cryptocurrency trading cycles altcoin allocation chain analysis defi guide
2022/01/01,noahglobalceo,hontoni amp dont miss out getzen is giving away completely zen cryptocurrency theres no download necessary claiming is fast simple funds are limited so get yours today
2022/01/01,Yassine_Houd,10 will be better
2022/01/01,timmins1989,hey pomp slightly different question which crypto do you think will change world next decade its not bitcoin its something with utility proper smart contracts there is no place bitcoin maxis future
2022/01/01,NathanpPro,bitcoin aint going up lot these days
2022/01/01,AlchemistBreuu,rock out with your cock out 2022 lfg fuck your old resolution amp stack everyday
2022/01/01,ProtalienNFT,happy new year whole xpr community kids will get whole new equipment train their athletic mtl
2022/01/01,KADENAFAM,one my fav projects kda lg give them follow kadena kda
2022/01/01,webtradetalk,microstrategy remains one step ahead with 94m bitcoin purchase
2022/01/01,Soheil_SBabaei,finished 2021 with 46 211 coinbase 57 year 1 jan 2021 28 990
2022/01/01,DerFlkz,yall sat watching chart like i did move insanely when last minutes 2021 passed but just nothing wtf you make me go crazy happy new year 2022
2022/01/01,CryptoCapflow,by 2021 12 31 14 00 gmt aave net cap flow 88m with price change 11 0 last 24 hrs aave
2022/01/01,MasakicryptoArt,thank you check out this item opensea
2022/01/01,LunarLander22,ditto defi tokenomics like is tokens lot new eyes gonna see their nyc billboard running next year every day
2022/01/01,intangiblecoins,i took nap today amp had nightmare that i woke up after accident amp saw this man he said bad news welcome hell it turns out is evil amp amount btc you stacked life determines how much pain you must endure hell so given my monumental stack
2022/01/01,hypeTeamCJ,btc happy new years everyone 2022 year bitcoin crashed
2022/01/01,thinkDecade,1 accumulate more bitcoin 2 learn more about lightning its applications 3 buy el salvador btc bond bitfenix 4 oh also read fiat standard first month 2022 bc1qs3v5u745wl66gfmejntnfwh2plep0l6vs6c9sr
2022/01/01,justnoa12,2021 was my introduction year bitcoin what wild ride it has been happy new years everyone
2022/01/01,demeter_petru,what does it mean you have another bitcoin happy new year
2022/01/01,therealLMAOYEET,el salvador going into bitcoin will finally provide biggest cryptobro l
2022/01/01,crevacelabs,bitcoin needs clear 51k reduce chance new sell off btc whales via
2022/01/01,MIA_Moon_MAN,i wonder how many people will get their yearly raise realize it s pay cut buy
2022/01/01,WinnrsMentality,huh ethereum will always have competition amp is effectively business with centralised owner amp all businesses come end bitcoin will stand test time because it doesn t yet have comparable competition not mention years that would take catch
2022/01/01,luisgdelafuente,sec appoints new senior advisor cryptocurrency oversight
2022/01/01,The___Sci,45 5k is key level no surprise at all if we bounce here worry if we cant break 47 5k level because this means were pullback hopefully we nuke 40 42k amp get done with it obv suggests we we will bounce obv i believe
2022/01/01,ExchangeWhales,1 091 200 btcusd longed 46 365 1 0 11 13 utc
2022/01/01,Hyperverseusa,crypto community with over 90 historical accuracy sets bitcoins price jan 2022 finbold
2022/01/01,crypto_news24,terra luna getting ready new year blast will it lead bull rally 2022 post terra luna getting ready new year blast will it lead bull rally 2022 appeared first
2022/01/01,JoseLBarragan,life
2022/01/01,coinspacecrypto,eth is about 8 5 down week are you still bullish going into new year
2022/01/01,DigitalMoneyBo1,what if we re right about bitcoin via bitcoin magazine
2022/01/01,MattsSats,bitcoin standard
2022/01/01,Bestcryptoleak,more than 1 000 euros could be fine downloading bitcoin wallet without kyc cvbj
2022/01/01,bilcrandal,you re asking me whoa id look further at regenerative ag transition towns permaculture alt currencies other than bitcoin amp silk road stuff best you carry
2022/01/01,Chris_SHA256,happy new year good news you can still buy sats fiat
2022/01/01,MTLXPRMETALLOAN,u had interview with marshall is metal pay legit
2022/01/01,theassetfella,watch take off
2022/01/01,hgxbitcoin,chase sats never chase bitch
2022/01/01,Astall1011,bitcoin is life
2022/01/01,DrCryptoPlague,btc highest yearly candle close history not bad 2021 lets get it 2022
2022/01/01,_ScottSummers__,bitcoin is 2022 while were stuck 2021
2022/01/01,onlyebonygreen,bitcoin price reverses gains new year s eve hodlers continue stacking sats
2022/01/01,bmurphypointman,shop amp
2022/01/01,Negar__1993,universe clockwise mars is orbiting bitcoin overcome centrifugal force not go out orbit size 2000 2000 pixel mp4
2022/01/01,bmurphypointman,mrs fields cookies shop amp
2022/01/01,bmurphypointman,purchases over 25 at
2022/01/01,CryptoCapflow,by 2021 12 31 14 00 gmt dash total trading volume 388 135dash net cap flow 10m last 24 hrs dash
2022/01/01,aha2020aha,it is very nice project under blockchain technology i really like concept this project good idea with strong team we will support this project
2022/01/01,CryptoPriceBTC,bitcoin overview 24 hour average btc price across exchanges 46 317 13 change 991 14 2 10 high 48 529 46 low 45 805 06 volume 3 01b market cap 876 15b view more details at
2022/01/01,AlchemistBreuu,hny lfg 2022 stack everyday
2022/01/01,Bitcoin__Banks,yea this isnt plan b model this is glassnode model original model based off commodity supply demand dynamics
2022/01/01,elmiaputri23,entire ecosystem will be driven by their governance token cplay they have already deployed their token most popular bsc public sale live cointool launchpad
2022/01/01,OFFICIALCOSIGN,official chapter 3 season preview
2022/01/01,hash_bender,bitcoin is up 10y candle
2022/01/01,CryptoCapflow,by 2021 12 31 16 00 gmt ada futures had price change 0 26 with total open interest 403 98m last 24 hours
2022/01/01,djbfootbridges,happy new year 2022 buy stack hodl repeat
2022/01/01,CSC07crypto,wells is shitcoin you re welcome bitcoin buggy course
2022/01/01,_3na1_,its not 2022 here so my bitcoin isnt doing that yet
2022/01/01,Ayelen_Osorio,creating content bitcoin
2022/01/01,bitcoinbenny702,my finger slipped tad early happens lol btc
2022/01/01,StckPro,btc new article bitcoin closes 2021 at 46 300 get all latest btc x related news here
2022/01/01,CryptoCapflow,by 2021 12 31 16 00 gmt eos futures had liquidiation short positions 127 89k long positions 164 35k last 24 hours
2022/01/01,BTC_Passo_Passo,easy just buy bitcoin dont br greedy
2022/01/01,ynomelmai,omg my bitcoin is gone i have make essay why my instagram was hacked
2022/01/01,NewsInsure,cryptocurrency exchange wazirx under lens evading rs 40 crore taxes
2022/01/01,BeastMode_Ust,whole country made bitcoin legal tender lol
2022/01/01,Redroadmaster,y 2021 remarkable year markets btcusd knightsusd stay tuned
2022/01/01,HOODGEEK_589,so who you think puts all money bitcoin
2022/01/01,_agungrizki_,my withdrawal not success until now please helping me
2022/01/01,CryptoCapflow,by 2021 12 31 14 00 gmt aave total trading volume 932 493aave with price change 11 0 last 24 hrs aave
2022/01/01,WittsDanny,bitcoin up 60 year hows your gold fund going pete woops down 19 this year
2022/01/01,RCSRex,i got hacked i need this tshirt i need editor i will pay someone do my essay how do i buy bitcoin
2022/01/01,jakestokes6669,happy new year everyone
2022/01/01,thecryptonotice,bank russia ban mutual funds investing bitcoin
2022/01/01,HappyTours5,holds 48k as final wall street session caps 60 ytd gains btc
2022/01/01,weeblueghost,btc price 46 346 34 250 21 58 naks per usd 29 2 naks per gbp lt price steady gt is one millionth so it is 100 if sats are cents naks are dollars 01 01 2022 00 14 09 gmt
2022/01/01,mack_barnes0x,happy new year alessio bitcoins 2021 yearly candle is now books looking forward your elliot wave count
2022/01/01,former68w,no you cannot use blockheight calculate timestamp you could approximate it by 10 minutes per block but this is massive security vulnerability would make extremely vulnerable reorganization attack
2022/01/01,intocryptoverse,looks like is heading into 2022 with extreme fear among market participants
2022/01/01,raysnewworld,you smoking crack one year ago today bitcoin is trading under 30 000 over 46 000 at this moment get off twitter until you sober up pete
2022/01/01,igloobamboo,happy last payday 2021 yall i wish you all happiness health possible 2022
2022/01/01,nfamoustrader,folks unsatisfied or complaining about reveal video should watch it over over again let it sink look at big picture
2022/01/01,CaCoastRedwoods,here is fun 369 thread bitcoin
2022/01/01,CryptoCapflow,by 2021 12 31 14 00 gmt dash had price change 4 2 with total trading volume 388 135dash last 24 hrs dash
2022/01/01,coin_scams,be aware tinder girls investment ideas fake coins use safe platforms
2022/01/01,RonnieMoas,i would be surprised if we do not hit 65 000 75 000 next 4 6 weeks gt has risen 7 36 first week january each year since 2018
2022/01/01,BrainHarrington,jesse if you d be willing please consider donation running ca controller his team just reached out receive briefing we ll be working passing along details how can bring transparency gov spending
2022/01/01,alpha_suite,btc welcome 2022
2022/01/01,bijanghasemi8,question you is that true that recently some powerful organizations are fighting bitcoin
2022/01/01,CryptoCapflow,by 2021 12 31 15 00 gmt trx futures long rate is 60 39 short rate is 39 61
2022/01/01,satsleft,new block was found network were at block height 716600 current price is 46309 39 there are 208371872690011 left mine
2022/01/01,santimentfeed,our video year end recap is up enjoy our complete breakdown how markets look as we head into 2022
2022/01/01,btc_blockbot,btc latest block info block 716600 holds 1 466 transactions total 5 273 16004 bitcoin including block reward block size 1 496 543 bytes
2022/01/01,Hopesontho,happy new year
2022/01/01,leviathancrypto,yes btc looks bad rn but don t forget that i called at 1 make sure you follow me or you ngmi happy new year fam
2022/01/01,BangBitcoin,happy new year bitcoin bitcoiners never forget were ushering renaissance keep stacking keep hodling keep getting healthier happier this decade is going be utterly amazing
2022/01/01,0xSGR,whats your bag q1 22
2022/01/01,BitphyC,amphy2k found user vault at this location join me playing its awesome
2022/01/01,Britt93268371,i just entered pre sale whitelist lottery whitelist spot is only way youll get access this pre sale 100 lp lock with doxxed kycd team by launch
2022/01/01,DoubleupBarbie,rebranding as cryptocurrency exchange wasn t my 2022 cards however i m fully here it
2022/01/01,big_blockers,current price bitcoin is 46453 00 current price bcash is 431 74 or 0 00929413 btc current price bcashsv is 121 33 or 0 28102562 bcash
2022/01/01,bmurphypointman,purchases over 25 at
2022/01/01,prettiercam,todays top gainer is revain with 42 09 price increase bitcoin down by 1 47 last 24 hours coin day is revain total market cap decreased by 1 155
2022/01/01,ButterLemonBot,bitcoin closes 2021 at 46 300
2022/01/01,post_asia,bitcoin closes lucrative year with whimper
2022/01/01,BigCheds,btc highest 3 year candle close history
2022/01/01,bitcoiner_movie,2021 i started making this documentary 2022 i will finish release it world i m still blown away by all support help i have received all awesome plebs i ve met along way wagmi hny
2022/01/01,bob_the_ai,cryptocurrency exchange binance says it had constructive meeting with osc said binance is not authorized offer trading derivatives or securities ontario binance sent memo ontario based earlier this week saying they
2022/01/01,MihneaTarziman,bullish bitcoin solana
2022/01/01,Belkis79875772,how bitcoin is giving elderly el salvadorians reason smile
2022/01/01,web3max,adding 1 front bitcoin price 2022 146k
2022/01/01,MonumentTwo,happy new years everyone
2022/01/01,JorgeCasaca3,why you are losing money with bitcoin
2022/01/01,MarkDiPaola_,or down 2022
2022/01/01,TripsCrypto,dang that s pretty nice
2022/01/01,Roryshannon,highest yearly close ever 46k up 60 year lfg
2022/01/01,dueyfromstlouis,10y candle
2022/01/01,alphatrends,year was up 46 5 average participant adjusted weighted by volume vwap essentially broke even ytd vwap is represented by orange line
2022/01/01,Bestcryptoleak,sec appoints new senior advisor cryptocurrency oversight
2022/01/01,ssembayaya,free fly now
2022/01/01,analyst5_bot,btc price changes last 4 hours sorted by mkt cap chg eth 0 00006332 avax 0 00008676 xrp 0 00000036 uni 0 00000975 okb 0 00000851 ar 0 00003358
2022/01/01,paragapp,when designing bitcoin even aliens need be accounted
2022/01/01,CointelegraphMT,bitcoin bulls still have their targets set at 100 000 but technical analysis points toward prolonged consolidation phase q1 2022
2022/01/01,WizardMoney0x1,new technical analysis chart tradingview btc eth
2022/01/01,myrhythmbox,do you ever just look at bitcoin price tables cry
2022/01/01,coinok,1 btc price bitstamp 46290 02 usd 2021 12 31 19 15
2022/01/01,MattSenn5,if bitcoin is still around fifty thousand fucking dollars people are fearful then we are set 2022 liftoff
2022/01/01,cryptonewz_io,after bitcoin futures etf launch proshares plans metaverse fund
2022/01/01,BtcVegan,happy new year s ers
2022/01/01,CryptoCapflow,by 2021 12 31 14 00 gmt ltc total trading volume 1 296 952ltc with price change 1 6 last 24 hrs ltc
2022/01/01,James86397330,last think i would do is waste my time talking about some other asset i think is trash you sound like desperate man let s be clear bitcoin has outperform gold so much some people that use be working class can bury you alive mountain your beloved gold now
2022/01/01,jeevsthecurious,want end year high note read this response my man oaf ish twitter rant about how it is not as special as gold maybe chicks your time dig it pete not anymore
2022/01/01,CryptoCryptoNe3,bitcoin price reverses gains new year s eve hodlers continue stacking sats crypto crypto news
2022/01/01,BetFastcom,sources brondello expected be liberty coach
2022/01/01,TokenJay,bitcoin closes 2021 at 46 300
2022/01/01,Cointelegraph,bitcoin bulls still have their targets set at 100 000 but technical analysis points toward prolonged consolidation phase q1 2022
2022/01/01,uptickAlerts,williams r is oversold eth 24hr price change 0 500 price 3691 940 signal medium term
2022/01/01,bmurphypointman,orders over 99 at
2022/01/01,alert_shark,47 price 46315 46 eth btc 0 08
2022/01/01,Joannabrag1,it s game over fiat el salvadors president revolution
2022/01/01,MAFI_111,yea its tru bitcoin became just another globohomo tool let them hodl this bag while we move other medium value exchange
2022/01/01,AlchemistBreuu,politicians are brand names paid by lobbyists pass laws that take your time financial freedom opt out amp stack everyday hny 2022 you fucking legend keep stacking
2022/01/01,JWWeatherman_,bitcoin mostamalist h t
2022/01/01,smutsboll,interesting how does this impact your view holding bitcoin long term
2022/01/01,TheK_ManCosmo,fiat currency is extremely corrupt essentially it is government regulated meaning that any one entity can control entirety economy that s scary realization is complete opposite that it is truly no one person can regulate it
2022/01/01,crypto_news24,all set welcome 2022 with blast traders be ready jump soon post all set welcome 2022 with blast traders be ready jump soon appeared first
2022/01/01,CryptoDubai912,sees non stop end year buying as 10k leaves coinbase single day
2022/01/01,CryptoDubai912,gains 1 5k under hour as erases days downtrend
2022/01/01,CryptoDubai912,new year s green market as surges past 48k market watch
2022/01/01,diabolicalma,i was paying my weed man with bitcoin when it first came out it was all rage
2022/01/01,arrowsmith,bitcoin closes 2021 at 46 300
2022/01/01,amrahs256,may 22 bring lots support little resistance
2022/01/01,baggins_cc,indeed bitcoin is prototype they can t handle it
2022/01/01,jake04586633,coval was sooo lovely trading today
2022/01/01,sweetburgercom,block 1496543 bytes 1466 transactions 6 4145175btc 297 216 reward more information visit
2022/01/01,CryptoCapflow,by 2021 12 31 14 00 gmt grt had price change 3 2 with net cap flow 2m last 24 hrs grt
2022/01/01,Josh60880203,maybe you could learn something about bitcoin this year lol
2022/01/01,sonofkrypto,ok is it fair assume that if bitcoin spikes now biggest whale lives alaska
2022/01/01,BeanieBabyTrade,is this required macro fueled bitcoin rally your view their current trajectory we ll likely still have negative rates if they pivot it s just even more negative
2022/01/01,_Rocketamine,i just entered pre sale whitelist lottery whitelist spot is only way youll get access this pre sale 100 lp lock with doxxed kycd team by launch
2022/01/01,AlchemistBreuu,stack everyday hny 2022 you fucking legend
2022/01/01,Roman_Trading,take all people who said 100k eoy unfollow them that s it that s tweet
2022/01/01,VersusBtc,market cap 11 627 t market cap 876 19 b progress bitcoin surpassing gold 7 54
2022/01/01,InsiderCrypto_,prosperous canadian miners buying up land u s farm expansion year later toronto based company is not only mining bitcoin it is mining ethereum lending its
2022/01/01,ImMaxwellington,ive seen prettier yearly candles at least btc made it 100k go have fun enjoy your friends family
2022/01/01,vs_bitcoin,market cap 1 314 t market cap 876 19 b progress bitcoin surpassing silver 66 64
2022/01/01,Defimade,its 2022 bitcoin is still not at 100k crypto is scam
2022/01/01,24lust4,btc 2022 candle
2022/01/01,Hewxsntready,this man spends more time studying bitcoin than his own bags lmao
2022/01/01,SiBarunka,my wish 2022 is gift me one bitcoin
2022/01/01,Sr_Stopper,happy new year i am claiming my free lightning sats amazing faucet unlock me f434d737 75c4 4759 be61 e340612efab7
2022/01/01,philly_niner,lets start off new year extreme fear shall we btc
2022/01/01,FeursteinP2P,bitcoin price fell short analysts 100k target but what about 2022
2022/01/01,bitcoinagile,price fell short analysts 100k target but what about 2022
2022/01/01,johnmorganFL,bitcoin closes 2021 at 46 300
2022/01/01,DrSykeFrontier,i can attest that this is totally true
2022/01/01,MoneyMakerGrou2,price fell short analysts 100k target but what about 2022
2022/01/01,Synapse_J,raise up that by about 125 please amen
2022/01/01,bitcoinpartyall,cointelegraph bitcoin price fell short analysts 100k target but what about 2022
2022/01/01,CryptoCapflow,by 2021 12 31 14 00 gmt ltc total trading volume 1 296 952ltc net cap flow 20m last 24 hrs ltc
2022/01/01,TokenJay,bitcoin price fell short analysts 100k target but what about 2022
2022/01/01,bmurphypointman,purchases over 25 at
2022/01/01,Cryptoprenure,bitcoin price fell short analysts 100k target but what about 2022
2022/01/01,BuhlesPhilipp,happy new year it will be year 100k
2022/01/01,PBNReaction,bitcoin price fell short analysts 100k target but what about 2022
2022/01/01,blockchainitaly,bitcoin price fell short analysts 100k target but what about 2022
2022/01/01,Yassine_Houd,huge gains you want more its over sooner than ever
2022/01/01,UptheMiddleGolf,crypto news alert bitcoin price fell short analysts 100k target but what about 2022
2022/01/01,btc_stock,hny folks except all shitcoiners out there
2022/01/01,CesarCardozoUD,btc bitcoin is here stay get used it
2022/01/01,AJroxoy,own i lost my coinbase seed phase metamask bitcoin trust wallet account uniswap pancakeswap trust wallet hacked coinbae hacked metamask trust wallet hacked seed phase hacked account pancakeswap i need someone write this essay
2022/01/01,XclusivEric,if you have been paying attention cryptomarket there are alts that have been moving separate what bitcoin has been doing meaning money has been moving out bitcoin into alts as well as new money moving into alts as well we seen this previously with meme coins
2022/01/01,_KennyLauwers_,what do you gain when ppl drop bitcoin questions asked
2022/01/01,CryptoLordking,i wish you continued success your cryptocurrency investments
2022/01/01,MempoolWhales,666 30 860 129 usd will be transfered unknown wallet unknown address never used before
2022/01/01,darklightco,why im europe like 95 ppl i met important ppl with businesses not ct twitter 2021 know about bitcoin bought bitcoin but only fun their oppionion is that it s not matured yet it needs time but they know crypto is gonna be future
2022/01/01,HashMonie,legendary footage
2022/01/01,auxxc2,elon musk dismisses bitcoin announces tesla will accept doge merch
2022/01/01,iroirotanken,steam bans all games with nfts or cryptocurrency pc gamer
2022/01/01,crypto_crusher,bitcoin moon
2022/01/01,Bitcoin8News,btc price is at 46 270 78 right now compared last tweet price has dropped by 43 48 0 09 last 24 hours price has dropped by 1 009 13 2 13
2022/01/01,CryptoNewsBest,bitcoin climbs above 48k as this historical indicator flips bullish
2022/01/01,AlchemistBreuu,hny 2022 keep stacking everyday you fucking legend ab
2022/01/01,jenyfertweeting,zeph found user vault at this location join me playing its awesome
2022/01/01,luksogood,2022 is now clock
2022/01/01,RVAspeculator,psa note this is illegal fraudulent transaction meaning that we just print money buy bitcoin with air happy new year
2022/01/01,KratosxBTC,happy new year everyone won t be later tonight 2021 has been such blast learned so much about this space here s many more
2022/01/01,Vampirezamua13,i am claiming my free lightning sats amazing faucet unlock me 8923bc11 725c 48f0 993d cc75cea4dc40
2022/01/01,crypto_invest88,african perspective why world needs cryptocurrencies rising cryptocurrency use africa over past few years has not only shown that digital currencies are now vital means moving funds across borders between people but that cr
2022/01/01,adriangarciaeth,proshares bitcoin strategy etf bito price at close 2021 12 31 is 28 9
2022/01/01,HernanArber,watch your words peter if actually become negatively correlated you risk gild going below zero
2022/01/01,mtaa324,this is helpful framework especially because it doesn t talk about world with only bitcoin i m not sure if choice is so clean though bcz btc is seen as this political neutral tech is disinflationary good what about whales market manipulation etc etc
2022/01/01,DCA_Cryptoz,market with bitcoin dominance trending amp likely reach 36 06 short term altcoins may show some strength currently caution required alts eth update
2022/01/01,cryptojohnsmith,prediction result buy 0 1btc 46 298 22 usdt it was sold 46 355 49 usdt 10 min ago at binance trade profit 5 73 usdt daily profit 106 98 usdt monthly profit 106 98 usdt
2022/01/01,purpurinis,money bitcoin boyfriend
2022/01/01,BPODOfficial,bpod found user vault at this location join me playing its awesome
2022/01/01,CryptoCapflow,by 2021 12 31 14 00 gmt bnt total trading volume 820 997bnt net cap flow 1m last 24 hrs bnt
2022/01/01,cryptojohnsmith,bitcoin price prediction price fall 10 min sell 0 10 btc 46 260 01 usdt at binance
2022/01/01,accuratefintech,bitcoin price fell short analysts 100k target but what about 2022
2022/01/01,JomoWash,only need 700 more subscribers our fearless leader go subscribe
2022/01/01,CryptoCapflow,by 2021 12 31 16 00 gmt zrx futures had price change 5 31 with total open interest 15 51m last 24 hours
2022/01/01,Cryptoc95295747,bitcoin bottomed out or will market crash at start 2022
2022/01/01,FresherTrading,happy new year everybody
2022/01/01,singhapar2,buy baby bitcoin future
2022/01/01,ScottC04857407,it wouldnt be bitcoin id use xumm wallet just sayin
2022/01/01,GoWingBolt,bulls t hes been commenting since it was 100 hes just relentless no matter what
2022/01/01,great_bitcoin,congratulations good luck
2022/01/01,finway2,exchanges are natives bitcoin is getting out native circle
2022/01/01,crypto_jn,happy new year
2022/01/01,Plucky_Ducky,pluckyducky found user vault at this location join me playing its awesome
2022/01/01,CryptoCapflow,by 2021 12 31 16 00 gmt cake futures had liquidiation short positions 0 00k long positions 1 91k last 24 hours
2022/01/01,Memecoinhero,bitcoin highest yearly candle close history fear greed index at 21
